200.30656,0
200.32285,1.619973082
200.33913,16.4502654
200.35539,24.78119617
200.37167,16.24148848
200.38795,5.401780796
200.40424,1.211753878
200.42052,0.402046191
200.43678,2.382976966
200.45306,9.853269279
200.46935,17.82324236
200.48563,16.72353467
200.50189,9.624465449
200.51817,5.154757762
200.53445,3.715050075
200.55074,4.095023157
200.56702,12.04531547
200.58328,29.20624624
200.59956,39.46653856
200.61584,34.94683087
200.63213,32.03680395
200.64839,35.75773473
200.66467,30.04802704
200.68095,15.05831935
200.69724,9.408292436
200.71352,11.41858475
200.72978,5.579515524
200.74606,4.549807837
200.76234,30.56010015
200.77863,60.19007323
200.79491,61.07036555
200.81117,44.48129632
200.82745,31.18158863
200.84373,32.99188095
200.86002,50.21185403
200.87628,61.7627848
200.89256,58.71307712
200.90884,55.41336943
200.92513,58.65334251
200.94141,64.04363482
200.95767,64.9045656
200.97395,54.75485791
200.99023,43.63515022
201.00652,48.04512331
201.02278,60.46605408
201.03906,65.94634639
201.05534,62.68663871
201.07162,54.81693102
201.08791,52.6869041
201.10417,60.28783488
201.12045,64.02812719
201.13673,60.6084195
201.15302,67.31839259
201.1693,82.5386849
201.18556,81.54961567
201.20184,68.77990799
201.21812,71.9902003
201.23441,83.58017338
201.25067,78.67110416
201.26695,71.08139647
201.28323,83.98168878
201.29951,99.6719811
201.3158,97.10195418
201.33206,88.15288495
201.34834,86.03317727
201.36462,89.94346958
201.38091,93.46344266
201.39717,84.53437344
201.41345,68.12466575
201.42973,69.57495806
201.44601,84.24525037
201.4623,82.21522346
201.47856,68.30615423
201.49484,66.95644654
201.51112,75.71673886
201.5274,81.41703117
201.54369,81.41700425
201.55995,78.24793503
201.57623,80.67822734
201.59251,91.69851965
201.6088,96.20849274
201.62506,90.03942351
201.64134,93.16971582
201.65762,106.4700081
201.6739,104.1603004
201.69019,87.59027353
201.70645,83.02120431
201.72273,90.92149662
201.73901,95.54178893
201.75529,95.68208125
201.77156,96.41269279
201.78784,97.7229851
201.80412,99.28327742
201.8204,106.3035697
201.83669,120.1535428
201.85295,128.7644736
201.86923,124.5947659
201.88551,112.6350582
201.90179,102.2753505
201.91808,106.0053236
201.93434,117.5162544
201.95062,114.4465467
201.9669,105.466839
201.98318,116.8871313
201.99945,136.4977429
202.01573,138.2980352
202.03201,128.8483275
202.04829,124.1886198
202.06458,131.7785929
202.08084,150.1195237
202.09712,159.139816
202.1134,149.5901083
202.12968,139.1604006
202.14595,138.1810121
202.16223,142.5313045
202.17851,148.1715968
202.19479,152.5918891
202.21107,159.1521814
202.22734,174.6527929
202.24362,199.3530853
202.2599,228.7733776
202.27618,251.0236699
202.29247,257.283643
202.30873,262.3245737
202.32501,281.584866
202.34129,315.5551584
202.35757,361.2254507
202.37384,413.7460622
202.39012,465.2363545
202.4064,504.2766468
202.42268,542.2769392
202.43896,610.7072315
202.45523,688.617843
202.47151,722.3781353
202.48779,720.8584276
202.50407,721.41872
202.52034,726.2393315
202.53662,727.8696238
202.5529,734.6599161
202.56918,754.3402084
202.58546,780.5005007
202.60173,807.3411123
202.61801,835.4714046
202.63429,857.6916969
202.65057,855.4419892
202.66685,840.2622815
202.68312,853.2028931
202.6994,886.7231854
202.71568,900.1034777
202.73196,902.69377
202.74823,923.6843816
202.76451,940.5046739
202.78079,924.6749662
202.79707,910.6652585
202.81335,925.8355508
202.82962,925.2061624
202.8459,882.6264547
202.86218,839.626747
202.87846,818.8470393
202.89473,801.8176509
202.91101,775.6479432
202.92729,738.1382355
202.94357,698.6885278
202.95985,673.3588201
202.97612,657.4494316
202.9924,637.869724
203.00868,623.8700163
203.02496,616.3103086
203.04124,538.5706009
203.05751,362.7612124
203.07379,275.6015048
203.09007,372.0817971
203.10635,460.3820894
203.12262,440.9127009
203.1389,411.3429932
203.15518,411.3132856
203.17146,399.5535779
203.18774,372.9838702
203.20401,359.6944817
203.22029,359.014774
203.23657,355.0350663
203.25285,344.4853587
203.26912,330.1359702
203.2854,318.2362625
203.30168,312.0565548
203.31796,302.0568471
203.33424,286.1771395
203.35051,283.967751
203.36679,297.1780433
203.38307,295.7483356
203.39935,271.4586279
203.41563,243.6689203
203.4319,224.9995318
203.44818,219.9598241
203.46446,219.1101164
203.48074,208.1704087
203.49701,195.4810203
203.51329,193.8313126
203.52957,192.6816049
203.54585,181.1918972
203.56213,169.4921895
203.5784,164.8028011
203.59468,158.2930934
203.61096,147.6733857
203.62724,144.123678
203.64351,146.0642896
203.65979,137.0445819
203.67607,120.5848742
203.69235,115.7151665
203.70863,121.2254588
203.7249,124.7960704
203.74118,123.5063627
203.75746,117.956655
203.77374,106.3169473
203.79002,89.65723961
203.80629,81.00785115
203.82257,86.14814346
203.83885,88.91843578
203.85513,81.37872809
203.8714,73.63933963
203.88768,69.91963195
203.90396,66.01992426
203.92024,63.16021657
